model,reranking_strategy,beta_mode,beta_value,N,fold,avg_recall,avg_precision,avg_f1,avg_ndcg,avg_EI,prop_sust_recom_items,nbr_sust_items_list,prop_sust_users,sust_coverage,coverage,avg_spearman_coef,prop_sust_recom_durable,prop_sust_recom_nondurable,gap
knn,B,global_0.2,0.2,5,1,0.0541,0.0372,0.043,0.0694,3.0575,0.4956,2.4781,0.72,0.4167,0.3094,0.1479,0.0607,0.5115,-0.4508
knn,B,global_0.4,0.4,5,1,0.0538,0.037,0.0427,0.0655,2.9713,0.5255,2.6273,0.8146,0.4621,0.3,0.1742,0.1324,0.5398,-0.4074
knn,B,global_0.6,0.6,5,1,0.0517,0.0355,0.041,0.0587,2.7836,0.5958,2.9788,0.9535,0.5,0.2651,0.243,0.2717,0.6076,-0.3359
knn,B,global_0.8,0.8,5,1,0.0464,0.0318,0.0367,0.0439,2.5973,0.675,3.3752,1.0,0.5152,0.2176,0.2941,0.4469,0.6834,-0.2365
knn,B,global_1.0,1.0,5,1,0.0009,0.0004,0.0005,0.0007,2.4,0.8,4.0,1.0,0.0379,0.001,0.2235,0.8,0.8,0.0
knn,B,behavioral,p,5,1,0.0543,0.0375,0.0432,0.0733,4.6763,0.0043,0.0217,0.0161,0.2727,0.3115,0.0675,0.0538,0.0025,0.0513
knn,B,semantic,p,5,1,0.0526,0.0361,0.0417,0.0601,2.7905,0.5945,2.9725,0.9392,0.5,0.2613,0.2331,0.2855,0.6058,-0.3203
knn,B,hybrid_5,p,5,1,0.0542,0.0373,0.043,0.0726,3.0741,0.4914,2.4572,0.6961,0.447,0.3104,0.1066,0.0924,0.506,-0.4136
knn,B,hybrid_10,p,5,1,0.0539,0.0371,0.0428,0.0692,3.0182,0.5094,2.5472,0.7766,0.4545,0.3054,0.167,0.1214,0.5236,-0.4023
knn,B,hybrid_20,p,5,1,0.0539,0.0371,0.0428,0.0669,2.975,0.524,2.62,0.8307,0.4697,0.2953,0.1968,0.1572,0.5374,-0.3802
knn,none,none,none,5,2,0.0923,0.0656,0.0747,0.1126,4.3258,0.0025,0.0127,0.0122,0.197,0.3072,-0.245,0.0105,0.0022,0.0082
knn,A,global_0.0,0.0,5,2,0.0923,0.0656,0.0747,0.1126,4.3258,0.0025,0.0127,0.0122,0.197,0.3072,-0.245,0.0105,0.0022,0.0082
knn,A,global_0.2,0.2,5,2,0.0918,0.0654,0.0744,0.1111,2.8609,0.5442,2.7209,0.7204,0.4621,0.2875,0.3371,0.0863,0.5619,-0.4756
knn,A,global_0.4,0.4,5,2,0.0771,0.054,0.0617,0.0926,2.5676,0.666,3.3302,0.8394,0.4848,0.2483,0.381,0.217,0.6834,-0.4664
knn,A,global_0.6,0.6,5,2,0.0616,0.043,0.0491,0.0685,2.3168,0.768,3.8401,0.9647,0.4773,0.2001,0.4869,0.4379,0.7808,-0.3429
knn,A,global_0.8,0.8,5,2,0.0298,0.0205,0.0234,0.027,1.992,0.9119,4.5594,0.9998,0.3864,0.1064,0.628,0.8092,0.9158,-0.1067
knn,A,global_1.0,1.0,5,2,0.0,0.0,0.0,0.0,1.8,1.0,5.0,1.0,0.3106,0.0061,0.7069,1.0,1.0,0.0
knn,A,behavioral,p,5,2,0.0921,0.0655,0.0746,0.1125,4.3168,0.0052,0.0258,0.0161,0.3182,0.3073,-0.2426,0.081,0.0022,0.0788
knn,A,semantic,p,5,2,0.0708,0.05,0.057,0.0807,2.3836,0.741,3.7051,0.929,0.4621,0.2102,0.4565,0.3974,0.7543,-0.3569
knn,A,hybrid_5,p,5,2,0.0931,0.0663,0.0755,0.1149,2.9094,0.5304,2.6518,0.645,0.4773,0.2899,0.2783,0.1294,0.5459,-0.4165
knn,A,hybrid_10,p,5,2,0.0919,0.0654,0.0744,0.1104,2.8158,0.561,2.8049,0.764,0.4697,0.2787,0.3521,0.1608,0.5764,-0.4157
knn,A,hybrid_20,p,5,2,0.0909,0.0648,0.0737,0.1072,2.7444,0.5872,2.936,0.8302,0.4697,0.2685,0.386,0.2118,0.6017,-0.39
knn,B,global_0.0,0.0,5,2,0.0948,0.0674,0.0768,0.1163,4.6278,0.0032,0.0161,0.0156,0.1667,0.2718,0.0881,0.0078,0.003,0.0048
knn,B,global_0.2,0.2,5,2,0.0937,0.0668,0.076,0.1128,3.1304,0.4542,2.271,0.7204,0.3333,0.2731,0.1163,0.0771,0.4688,-0.3917
knn,B,global_0.4,0.4,5,2,0.092,0.0657,0.0747,0.1045,3.0296,0.49,2.4501,0.8394,0.3939,0.2627,0.1799,0.1556,0.503,-0.3474
knn,B,global_0.6,0.6,5,2,0.0854,0.0603,0.0689,0.0876,2.8091,0.5773,2.8864,0.9647,0.4318,0.2253,0.2404,0.2915,0.5883,-0.2968
knn,B,global_0.8,0.8,5,2,0.0719,0.05,0.0574,0.0641,2.589,0.6746,3.373,0.9998,0.4773,0.1806,0.2895,0.4902,0.6817,-0.1915
knn,B,global_1.0,1.0,5,2,0.0004,0.0001,0.0002,0.0003,2.4,0.8,4.0,1.0,0.0379,0.0012,0.2235,0.8,0.8,0.0
knn,B,behavioral,p,5,2,0.0946,0.0673,0.0766,0.1162,4.6198,0.0053,0.0265,0.02,0.2273,0.2737,0.0882,0.0641,0.003,0.061
knn,B,semantic,p,5,2,0.0896,0.0639,0.0727,0.0961,2.882,0.5475,2.7375,0.929,0.4318,0.234,0.2189,0.2732,0.5581,-0.2849
knn,B,hybrid_5,p,5,2,0.0941,0.0672,0.0764,0.1167,3.1832,0.4384,2.1922,0.645,0.3561,0.2753,0.0616,0.1007,0.4515,-0.3509
knn,B,hybrid_10,p,5,2,0.0935,0.0668,0.0759,0.112,3.0985,0.4653,2.3265,0.764,0.3712,0.2674,0.1323,0.1242,0.4785,-0.3543
knn,B,hybrid_20,p,5,2,0.0927,0.0662,0.0753,0.1088,3.0476,0.4823,2.4117,0.8302,0.4015,0.261,0.1674,0.1556,0.495,-0.3394
knn,none,none,none,5,3,0.0896,0.0646,0.0737,0.1083,4.3253,0.0042,0.0212,0.0202,0.1591,0.282,-0.2233,0.0106,0.004,0.0066
knn,A,global_0.0,0.0,5,3,0.0896,0.0646,0.0737,0.1083,4.3253,0.0042,0.0212,0.0202,0.1591,0.282,-0.2233,0.0106,0.004,0.0066
knn,A,global_0.2,0.2,5,3,0.0893,0.0646,0.0736,0.106,2.8791,0.5363,2.6815,0.7392,0.4848,0.2649,0.3222,0.106,0.5527,-0.4468
knn,A,global_0.4,0.4,5,3,0.0755,0.0545,0.0621,0.0867,2.5583,0.6686,3.3431,0.8577,0.4924,0.2194,0.3698,0.2543,0.6844,-0.4301
knn,A,global_0.6,0.6,5,3,0.0549,0.0392,0.0446,0.0616,2.2978,0.7752,3.8762,0.9686,0.4924,0.1752,0.4786,0.4464,0.7878,-0.3414
knn,A,global_0.8,0.8,5,3,0.028,0.0204,0.023,0.0259,1.9905,0.9126,4.5628,1.0,0.4545,0.0962,0.6284,0.8291,0.9157,-0.0866
knn,A,global_1.0,1.0,5,3,0.0004,0.0001,0.0002,0.0003,1.8,1.0,5.0,1.0,0.303,0.0059,0.7071,1.0,1.0,0.0
knn,A,behavioral,p,5,3,0.0896,0.0646,0.0737,0.1083,4.3156,0.0077,0.0384,0.0263,0.3182,0.2845,-0.2221,0.1046,0.004,0.1006
knn,A,semantic,p,5,3,0.0694,0.0502,0.0571,0.0778,2.3994,0.734,3.6698,0.9341,0.5076,0.1898,0.4327,0.4278,0.7456,-0.3178
knn,A,hybrid_5,p,5,3,0.0907,0.0655,0.0747,0.11,2.9446,0.5161,2.5803,0.6431,0.5,0.2667,0.2551,0.1457,0.5302,-0.3845
knn,A,hybrid_10,p,5,3,0.0895,0.0648,0.0738,0.1061,2.8369,0.5516,2.7579,0.7783,0.5076,0.2585,0.3273,0.1722,0.5661,-0.3939
knn,A,hybrid_20,p,5,3,0.0886,0.0641,0.0731,0.1027,2.7665,0.5778,2.8891,0.8353,0.5152,0.2485,0.3769,0.2358,0.5909,-0.3551
knn,B,global_0.0,0.0,5,3,0.0914,0.066,0.0752,0.1106,4.615,0.0061,0.0304,0.0297,0.1742,0.2475,0.0894,0.0119,0.0059,0.0061
knn,B,global_0.2,0.2,5,3,0.0905,0.0654,0.0745,0.1069,3.1414,0.4481,2.2406,0.7392,0.3485,0.2411,0.1046,0.0954,0.4616,-0.3662
knn,B,global_0.4,0.4,5,3,0.0896,0.0647,0.0737,0.0974,3.0244,0.4913,2.4564,0.8577,0.4015,0.2291,0.1721,0.1841,0.503,-0.3189
knn,B,global_0.6,0.6,5,3,0.0817,0.0589,0.0671,0.0831,2.8027,0.5795,2.8973,0.9686,0.4394,0.1962,0.2312,0.3166,0.5895,-0.2729
knn,B,global_0.8,0.8,5,3,0.0681,0.0487,0.0556,0.0601,2.576,0.6793,3.3964,1.0,0.4621,0.1547,0.2897,0.5073,0.6858,-0.1785
knn,B,global_1.0,1.0,5,3,0.0002,0.0,0.0001,0.0002,2.4,0.8,4.0,1.0,0.0379,0.001,0.2236,0.8,0.8,0.0
knn,B,behavioral,p,5,3,0.0914,0.066,0.0752,0.1106,4.6058,0.0088,0.0438,0.0355,0.25,0.2484,0.0889,0.0848,0.0059,0.0789
knn,B,semantic,p,5,3,0.087,0.0628,0.0716,0.0914,2.9015,0.5393,2.6966,0.9341,0.4394,0.2099,0.2151,0.294,0.5487,-0.2546
knn,B,hybrid_5,p,5,3,0.0915,0.0661,0.0753,0.1109,3.2151,0.4249,2.1243,0.6431,0.3561,0.2466,0.0465,0.1179,0.4366,-0.3187
knn,B,hybrid_10,p,5,3,0.0906,0.0655,0.0746,0.107,3.1114,0.4583,2.2915,0.7783,0.3712,0.239,0.1104,0.1417,0.4704,-0.3286
knn,B,hybrid_20,p,5,3,0.0903,0.0652,0.0743,0.1039,3.0641,0.4745,2.3723,0.8353,0.3788,0.2311,0.1587,0.1788,0.4857,-0.3069
knn,none,none,none,5,4,0.0652,0.0475,0.054,0.0782,4.3198,0.0053,0.0265,0.0187,0.1591,0.2606,-0.2628,0.0134,0.005,0.0084
knn,A,global_0.0,0.0,5,4,0.0652,0.0475,0.054,0.0782,4.3198,0.0053,0.0265,0.0187,0.1591,0.2606,-0.2628,0.0134,0.005,0.0084
knn,A,global_0.2,0.2,5,4,0.0643,0.0469,0.0533,0.0756,2.7932,0.5767,2.8837,0.7382,0.4242,0.2448,0.3773,0.0644,0.596,-0.5316
knn,A,global_0.4,0.4,5,4,0.0514,0.0371,0.0423,0.0623,2.5163,0.6907,3.4535,0.8603,0.4621,0.209,0.409,0.2067,0.7089,-0.5022
knn,A,global_0.6,0.6,5,4,0.0409,0.0293,0.0334,0.0476,2.2845,0.7838,3.919,0.9693,0.4621,0.1733,0.5143,0.3987,0.7983,-0.3996
knn,A,global_0.8,0.8,5,4,0.0261,0.0183,0.0211,0.0241,1.9833,0.9159,4.5793,1.0,0.3864,0.0943,0.6281,0.8134,0.9197,-0.1063
knn,A,global_1.0,1.0,5,4,0.0005,0.0003,0.0004,0.0004,1.8,1.0,5.0,1.0,0.303,0.0059,0.7069,1.0,1.0,0.0
knn,A,behavioral,p,5,4,0.0653,0.0475,0.054,0.0783,4.3142,0.007,0.0348,0.0212,0.2576,0.2627,-0.2618,0.0591,0.005,0.0541
knn,A,semantic,p,5,4,0.0461,0.0335,0.0381,0.0554,2.3136,0.7736,3.8681,0.9513,0.4545,0.1725,0.4855,0.4228,0.7868,-0.364
knn,A,hybrid_5,p,5,4,0.0653,0.0477,0.0542,0.0788,2.8405,0.5631,2.8156,0.6701,0.4318,0.2505,0.3235,0.1034,0.5804,-0.4771
knn,A,hybrid_10,p,5,4,0.0642,0.0469,0.0532,0.0755,2.7399,0.5959,2.9793,0.7956,0.4394,0.2414,0.3906,0.1396,0.613,-0.4734
knn,A,hybrid_20,p,5,4,0.0633,0.0462,0.0525,0.0723,2.6717,0.6214,3.1071,0.8545,0.4697,0.2329,0.4332,0.2013,0.6372,-0.4359
knn,B,global_0.0,0.0,5,4,0.0654,0.0476,0.0541,0.0787,4.6532,0.0051,0.0255,0.0178,0.1439,0.23,0.0811,0.0121,0.0048,0.0072
knn,B,global_0.2,0.2,5,4,0.0648,0.0471,0.0535,0.0761,3.0879,0.4779,2.3895,0.7382,0.2727,0.2314,0.1327,0.0591,0.4937,-0.4346
knn,B,global_0.4,0.4,5,4,0.0638,0.0462,0.0527,0.0716,2.9912,0.5108,2.554,0.8603,0.3409,0.2236,0.1986,0.149,0.5244,-0.3754
knn,B,global_0.6,0.6,5,4,0.0567,0.0411,0.0468,0.06,2.782,0.5929,2.9647,0.9693,0.3712,0.1926,0.2487,0.2779,0.6048,-0.3269
knn,B,global_0.8,0.8,5,4,0.048,0.0346,0.0394,0.0429,2.5756,0.6846,3.4229,1.0,0.3864,0.1516,0.2875,0.4899,0.6919,-0.202
knn,B,global_1.0,1.0,5,4,0.0001,0.0001,0.0001,0.0001,2.4,0.8,4.0,1.0,0.0379,0.001,0.2235,0.8,0.8,0.0
knn,B,behavioral,p,5,4,0.0654,0.0476,0.0541,0.0787,4.6485,0.0062,0.0309,0.0204,0.1894,0.2316,0.081,0.0416,0.0048,0.0368
knn,B,semantic,p,5,4,0.0615,0.0445,0.0507,0.0665,2.8251,0.5755,2.8774,0.9513,0.3788,0.1957,0.2362,0.2846,0.5864,-0.3019
knn,B,hybrid_5,p,5,4,0.0658,0.0478,0.0544,0.0794,3.1372,0.4634,2.317,0.6701,0.2955,0.2352,0.0858,0.0832,0.4777,-0.3945
knn,B,hybrid_10,p,5,4,0.0647,0.047,0.0535,0.0761,3.0461,0.492,2.4599,0.7956,0.3106,0.2271,0.1498,0.1101,0.5063,-0.3963
knn,B,hybrid_20,p,5,4,0.0642,0.0466,0.0531,0.0732,2.9981,0.5084,2.5421,0.8545,0.3485,0.2213,0.194,0.1463,0.522,-0.3757
knn,none,none,none,5,5,0.0323,0.0234,0.0266,0.0393,4.2881,0.0013,0.0066,0.0066,0.0985,0.2456,-0.2237,0.0,0.0014,-0.0014
knn,A,global_0.0,0.0,5,5,0.0323,0.0234,0.0266,0.0393,4.2881,0.0013,0.0066,0.0066,0.0985,0.2456,-0.2237,0.0,0.0014,-0.0014
knn,A,global_0.2,0.2,5,5,0.0319,0.0233,0.0264,0.036,2.74,0.6036,3.0182,0.7406,0.447,0.2411,0.4085,0.0699,0.6229,-0.553
knn,A,global_0.4,0.4,5,5,0.0204,0.0145,0.0166,0.0251,2.4624,0.7156,3.5781,0.8645,0.4621,0.2056,0.4704,0.1916,0.7345,-0.5429
knn,A,global_0.6,0.6,5,5,0.0174,0.0121,0.0138,0.0198,2.2363,0.8055,4.0275,0.9764,0.4773,0.1709,0.5648,0.4266,0.8192,-0.3926
knn,A,global_0.8,0.8,5,5,0.01,0.0071,0.0081,0.0093,1.9391,0.9361,4.6805,1.0,0.4015,0.0845,0.6552,0.8252,0.9401,-0.1149
knn,A,global_1.0,1.0,5,5,0.0006,0.0001,0.0002,0.0003,1.8,1.0,5.0,1.0,0.303,0.0059,0.7069,1.0,1.0,0.0
knn,A,behavioral,p,5,5,0.0323,0.0234,0.0266,0.0393,4.2803,0.0036,0.018,0.01,0.2348,0.2477,-0.2236,0.0657,0.0014,0.0644
knn,A,semantic,p,5,5,0.0199,0.0141,0.016,0.0233,2.2914,0.7852,3.9258,0.9448,0.4773,0.1752,0.5347,0.4126,0.7986,-0.386
knn,A,hybrid_5,p,5,5,0.0326,0.0237,0.027,0.0398,2.7593,0.5985,2.9925,0.7095,0.447,0.239,0.3404,0.1035,0.6163,-0.5128
knn,A,hybrid_10,p,5,5,0.032,0.0234,0.0265,0.0362,2.6907,0.6218,3.1092,0.7903,0.447,0.2306,0.4175,0.1427,0.6391,-0.4965
knn,A,hybrid_20,p,5,5,0.032,0.0233,0.0265,0.0352,2.619,0.6495,3.2474,0.8511,0.4697,0.221,0.4525,0.1916,0.666,-0.4744
knn,B,global_0.0,0.0,5,5,0.0304,0.0221,0.0251,0.0353,4.6938,0.0018,0.0088,0.0085,0.1364,0.2209,0.0753,0.0,0.0018,-0.0018
knn,B,global_0.2,0.2,5,5,0.0304,0.0223,0.0253,0.034,3.0534,0.4989,2.4946,0.7406,0.2879,0.2245,0.1558,0.0587,0.5148,-0.4561
knn,B,global_0.4,0.4,5,5,0.0301,0.022,0.025,0.0321,2.9479,0.5351,2.6757,0.8645,0.3258,0.2114,0.202,0.1441,0.5492,-0.4052
knn,B,global_0.6,0.6,5,5,0.0237,0.0173,0.0196,0.0252,2.761,0.6069,3.0343,0.9764,0.4015,0.1877,0.2637,0.2853,0.6185,-0.3331
knn,B,global_0.8,0.8,5,5,0.0197,0.0144,0.0163,0.0181,2.5603,0.6953,3.4764,1.0,0.4394,0.1514,0.2811,0.4783,0.7031,-0.2248
knn,B,global_1.0,1.0,5,5,0.0,0.0,0.0,0.0,2.4,0.8,4.0,1.0,0.0379,0.001,0.2235,0.8,0.8,0.0
knn,B,behavioral,p,5,5,0.0304,0.0221,0.0251,0.0353,4.6869,0.0035,0.0175,0.0119,0.1742,0.2219,0.0747,0.0503,0.0018,0.0485
knn,B,semantic,p,5,5,0.028,0.0204,0.0232,0.0292,2.8201,0.5838,2.919,0.9448,0.3864,0.1931,0.2438,0.2699,0.5951,-0.3252
knn,B,hybrid_5,p,5,5,0.0315,0.0231,0.0262,0.0374,3.0731,0.4935,2.4676,0.7095,0.2803,0.2249,0.0907,0.0839,0.5083,-0.4244
knn,B,hybrid_10,p,5,5,0.0305,0.0224,0.0254,0.0343,3.0134,0.5127,2.5635,0.7903,0.303,0.2195,0.1634,0.1175,0.5269,-0.4095
knn,B,hybrid_20,p,5,5,0.0304,0.0223,0.0253,0.0332,2.9639,0.5299,2.6496,0.8511,0.3182,0.2112,0.1977,0.1552,0.5434,-0.3882
