model,reranking_strategy,beta_mode,beta_value,N,fold,avg_recall,avg_precision,avg_f1,avg_ndcg,avg_EI,prop_sust_recom_items,nbr_sust_items_list,prop_sust_users,sust_coverage,coverage,avg_spearman_coef,prop_sust_recom_durable,prop_sust_recom_nondurable,gap
content,B,behavioral,p,5,4,0.6242,0.4075,0.489,0.6513,4.1028,0.0027,0.0134,0.0088,0.2576,0.3719,0.0607,0.051,0.0009,0.0501
content,B,semantic,p,5,4,0.6242,0.4075,0.489,0.6504,4.0234,0.0266,0.1328,0.1007,0.3636,0.3534,0.0822,0.1235,0.0229,0.1006
content,B,hybrid_5,p,5,4,0.6238,0.4074,0.4889,0.6511,4.0954,0.0036,0.0182,0.0124,0.2955,0.3708,0.0579,0.0577,0.0016,0.0561
content,B,hybrid_10,p,5,4,0.6238,0.4074,0.4889,0.6511,4.0937,0.0043,0.0214,0.0153,0.2955,0.3704,0.0592,0.0591,0.0022,0.0568
content,B,hybrid_20,p,5,4,0.6239,0.4074,0.4889,0.6511,4.0864,0.0069,0.0343,0.0265,0.3106,0.3687,0.0608,0.0698,0.0045,0.0653
content,none,none,none,5,5,0.4263,0.2784,0.3339,0.5036,4.2039,0.003,0.0151,0.0102,0.3258,0.3687,0.395,0.0531,0.0012,0.0519
content,A,global_0.0,0.0,5,5,0.4263,0.2784,0.3339,0.5036,4.2039,0.003,0.0151,0.0102,0.3258,0.3687,0.395,0.0531,0.0012,0.0519
content,A,global_0.2,0.2,5,5,0.4265,0.2785,0.3341,0.503,4.1973,0.0036,0.0182,0.0129,0.3258,0.368,0.3978,0.0587,0.0017,0.0571
content,A,global_0.4,0.4,5,5,0.427,0.2789,0.3345,0.5037,4.1936,0.0053,0.0263,0.0187,0.3788,0.3677,0.3987,0.0741,0.0028,0.0714
content,A,global_0.6,0.6,5,5,0.427,0.2787,0.3343,0.5037,4.1513,0.018,0.09,0.0703,0.4015,0.3558,0.4015,0.1161,0.0145,0.1016
content,A,global_0.8,0.8,5,5,0.4232,0.2767,0.3318,0.3489,3.3001,0.2699,1.3496,1.0,0.5227,0.2545,0.6874,0.4825,0.2623,0.2203
content,A,global_1.0,1.0,5,5,0.0006,0.0001,0.0002,0.0003,1.8,1.0,5.0,1.0,0.303,0.0059,0.7069,1.0,1.0,0.0
content,A,behavioral,p,5,5,0.4259,0.2782,0.3336,0.5034,4.2029,0.0033,0.0163,0.0105,0.3333,0.369,0.3956,0.0601,0.0012,0.0589
content,A,semantic,p,5,5,0.4263,0.2785,0.334,0.5032,4.1294,0.0265,0.1324,0.0822,0.4015,0.3479,0.4214,0.1413,0.0223,0.1189
content,A,hybrid_5,p,5,5,0.427,0.2788,0.3344,0.5036,4.1953,0.0044,0.0221,0.0156,0.3409,0.3671,0.3979,0.0713,0.002,0.0693
content,A,hybrid_10,p,5,5,0.4265,0.2785,0.3341,0.5033,4.1939,0.0049,0.0246,0.018,0.3485,0.3661,0.3989,0.0755,0.0024,0.0732
content,A,hybrid_20,p,5,5,0.4269,0.2788,0.3344,0.504,4.1878,0.0071,0.0353,0.0241,0.3636,0.3684,0.4002,0.0867,0.0042,0.0825
content,B,global_0.0,0.0,5,5,0.4261,0.2782,0.3337,0.502,4.2043,0.003,0.0148,0.01,0.3182,0.3692,0.3944,0.0531,0.0012,0.052
content,B,global_0.2,0.2,5,5,0.4263,0.2785,0.334,0.5022,4.1973,0.0036,0.0182,0.0129,0.3258,0.3686,0.3975,0.0587,0.0017,0.0571
content,B,global_0.4,0.4,5,5,0.4265,0.2785,0.3341,0.5024,4.1942,0.0049,0.0246,0.0187,0.3561,0.368,0.3989,0.0685,0.0026,0.0659
content,B,global_0.6,0.6,5,5,0.4264,0.2785,0.334,0.5021,4.1567,0.0164,0.0818,0.0703,0.3864,0.358,0.4032,0.1007,0.0133,0.0874
content,B,global_0.8,0.8,5,5,0.4233,0.2767,0.3319,0.3489,3.4058,0.2254,1.127,1.0,0.4394,0.3021,0.6563,0.3524,0.2208,0.1316
content,B,global_1.0,1.0,5,5,0.0,0.0,0.0,0.0,2.4,0.8,4.0,1.0,0.0379,0.001,0.2235,0.8,0.8,0.0
content,B,behavioral,p,5,5,0.4259,0.2782,0.3337,0.5019,4.2035,0.0031,0.0156,0.0102,0.3258,0.3695,0.3949,0.0573,0.0012,0.0562
content,B,semantic,p,5,5,0.4257,0.2782,0.3337,0.5016,4.1432,0.0211,0.1056,0.0822,0.3712,0.3558,0.419,0.1189,0.0176,0.1013
content,B,hybrid_5,p,5,5,0.4265,0.2785,0.3341,0.5023,4.1958,0.0043,0.0214,0.0156,0.3409,0.3681,0.3975,0.0671,0.002,0.0651
content,B,hybrid_10,p,5,5,0.4265,0.2785,0.3341,0.5023,4.1943,0.0048,0.0238,0.018,0.3409,0.3678,0.3988,0.0713,0.0024,0.069
content,B,hybrid_20,p,5,5,0.4265,0.2785,0.3341,0.5025,4.1901,0.0061,0.0307,0.0241,0.3561,0.3669,0.4006,0.0741,0.0037,0.0704
